,source_origin,target_origin,source,target,weight,distance
69747,dallasfort_worth_tx,great_bend_ks,"Dallas/Fort Worth, TX","Great Bend, KS",7.0,390.0
69748,great_bend_ks,dallasfort_worth_tx,"Great Bend, KS","Dallas/Fort Worth, TX",7.0,390.0
69749,amarillo_tx,fresno_ca,"Amarillo, TX","Fresno, CA",7.0,1013.0
69750,nantucket_ma,great_barrington_ma,"Nantucket, MA","Great Barrington, MA",7.0,184.0
69751,washington_dc,block_island_ri,"Washington, DC","Block Island, RI",7.0,347.0
69752,washington_dc,ehpriam_wi,"Washington, DC","Ehpriam, WI",7.0,657.0
69753,philadelphia_pa,chatham_ma,"Philadelphia, PA","Chatham, MA",7.0,303.0
69754,ehpriam_wi,washington_dc,"Ehpriam, WI","Washington, DC",7.0,657.0
69755,colorado_springs_co,hawthorne_ca,"Colorado Springs, CO","Hawthorne, CA",7.0,830.0
69756,kona_hi,east_farmingdale_ny,"Kona, HI","East Farmingdale, NY",7.0,4971.0
69757,anderson_sc,lexington_parsons_tn,"Anderson, SC","Lexington Parsons, TN",8.0,321.0
69758,chicagoromeoville_il,sioux_falls_sd,"Chicago/Romeoville, IL","Sioux Falls, SD",8.0,461.0
69759,knoxville_tn,waukegan_il,"Knoxville, TN","Waukegan, IL",8.0,501.0
69760,new_londongroton_ct,islip_ny,"New London/Groton, CT","Islip, NY",8.0,66.0
69761,fayetteville_ar,destin_fl,"Fayetteville, AR","Destin, FL",8.0,590.0
69762,buffalo_ny,pinehurstsouthern_pines_nc,"Buffalo, NY","Pinehurst/Southern Pines, NC",8.0,533.0
69763,van_nuys_ca,walterboro_sc,"Van Nuys, CA","Walterboro, SC",8.0,2173.0
69764,brooks_lodge_ak,anchorage_ak,"Brooks Lodge, AK","Anchorage, AK",8.0,273.0
69765,chadron_ne,broomfield_co,"Chadron, NE","Broomfield, CO",8.0,228.0
69766,port_alsworth_ak,tuluksak_ak,"Port Alsworth, AK","Tuluksak, AK",8.0,233.0
69767,tuluksak_ak,iliamna_ak,"Tuluksak, AK","Iliamna, AK",8.0,225.0
69768,togiak_ak,larsen_bay_ak,"Togiak, AK","Larsen Bay, AK",8.0,256.0
69769,amarillo_tx,westhampton_ny,"Amarillo, TX","Westhampton, NY",8.0,1625.0
69770,charleston_sc,russellville_ar,"Charleston, SC","Russellville, AR",8.0,765.0
69771,westhampton_ny,alamosa_co,"Westhampton, NY","Alamosa, CO",8.0,1790.0
69772,hawthorne_ca,clear_lake_ca,"Hawthorne, CA","Clear Lake, CA",8.0,420.0
69773,madison_wi,st_augustine_fl,"Madison, WI","St. Augustine, FL",8.0,1011.0
69774,olympia_wa,las_vegas_nv,"Olympia, WA","Las Vegas, NV",8.0,851.0
69775,rifle_co,east_farmingdale_ny,"Rifle, CO","East Farmingdale, NY",8.0,1808.0
69776,fort_myers_fl,easton_md,"Fort Myers, FL","Easton, MD",8.0,907.0
69777,st_augustine_fl,madison_wi,"St. Augustine, FL","Madison, WI",8.0,1011.0
69778,erie_pa,brunswick_ga,"Erie, PA","Brunswick, GA",8.0,757.0
69779,panama_city_fl,van_nuys_ca,"Panama City, FL","Van Nuys, CA",8.0,1924.0
69780,easton_md,fort_myers_fl,"Easton, MD","Fort Myers, FL",8.0,907.0
69781,page_az,san_jose_ca,"Page, AZ","San Jose, CA",8.0,579.0
69782,blue_bell_pa,laconia_nh,"Blue Bell, PA","Laconia, NH",8.0,309.0
69783,laconia_nh,blue_bell_pa,"Laconia, NH","Blue Bell, PA",8.0,309.0
69784,marion_in,nashville_tn,"Marion, IN","Nashville, TN",8.0,306.0
69785,thermal_ca,aiken_sc,"Thermal, CA","Aiken, SC",8.0,1978.0
69786,east_farmingdale_ny,norwood_ma,"East Farmingdale, NY","Norwood, MA",8.0,154.0
69787,islip_ny,cape_may_nj,"Islip, NY","Cape May, NJ",8.0,156.0
69788,saginawbay_citymidland_mi,muskegon_mi,"Saginaw/Bay City/Midland, MI","Muskegon, MI",8.0,112.0
69789,pendleton_or,troutdale_or,"Pendleton, OR","Troutdale, OR",8.0,173.0
69790,manassas_va,richmond_va,"Manassas, VA","Richmond, VA",8.0,91.0
69791,sitka_ak,mccarthy_ak,"Sitka, AK","McCarthy, AK",8.0,404.0
69792,fort_lauderdale_fl,destin_fl,"Fort Lauderdale, FL","Destin, FL",8.0,487.0
69793,cortez_co,broomfield_co,"Cortez, CO","Broomfield, CO",8.0,262.0
69794,massena_ny,hartford_ct,"Massena, NY","Hartford, CT",8.0,234.0
69795,saratoga_springs_ny,boston_ma,"Saratoga Springs, NY","Boston, MA",8.0,153.0
69796,duluth_mn,bemidji_mn,"Duluth, MN","Bemidji, MN",8.0,137.0
69797,dallas_tx,georgetown_tx,"Dallas, TX","Georgetown, TX",8.0,157.0
69798,georgetown_tx,dallas_tx,"Georgetown, TX","Dallas, TX",8.0,157.0
69799,waukegan_il,san_diego_ca,"Waukegan, IL","San Diego, CA",8.0,1732.0
69800,new_londongroton_ct,morristown_nj,"New London/Groton, CT","Morristown, NJ",8.0,129.0
69801,cullman_al,pittsburgh_pa,"Cullman, AL","Pittsburgh, PA",8.0,563.0
69802,seattle_wa,sheboygan_wi,"Seattle, WA","Sheboygan, WI",8.0,1675.0
69803,gary_in,chattanooga_tn,"Gary, IN","Chattanooga, TN",8.0,470.0
69804,wisconsin_rapids_wi,seattle_wa,"Wisconsin Rapids, WI","Seattle, WA",8.0,1568.0
69805,sheboygan_wi,wisconsin_rapids_wi,"Sheboygan, WI","Wisconsin Rapids, WI",8.0,107.0
69806,cleveland_oh,monterey_ca,"Cleveland, OH","Monterey, CA",8.0,2159.0
69807,butte_mt,santa_ana_ca,"Butte, MT","Santa Ana, CA",8.0,893.0
69808,hawthorne_ca,medford_or,"Hawthorne, CA","Medford, OR",8.0,633.0
69809,monterey_ca,victorville_ca,"Monterey, CA","Victorville, CA",8.0,286.0
69810,victorville_ca,monterey_ca,"Victorville, CA","Monterey, CA",8.0,286.0
69811,goldsboro_nc,smyrna_tn,"Goldsboro, NC","Smyrna, TN",8.0,484.0
69812,smyrna_tn,goldsboro_nc,"Smyrna, TN","Goldsboro, NC",8.0,484.0
69813,melbourne_fl,seattle_wa,"Melbourne, FL","Seattle, WA",9.0,2600.0
69814,vero_beach_fl,chicago_il,"Vero Beach, FL","Chicago, IL",9.0,1059.0
69815,columbus_oh,north_kingstown_ri,"Columbus, OH","North Kingstown, RI",9.0,612.0
69816,morristown_nj,moultonboro_nh,"Morristown, NJ","Moultonboro, NH",9.0,257.0
69817,elmiracorning_ny,camarillo_ca,"Elmira/Corning, NY","Camarillo, CA",9.0,2337.0
69818,waukegan_il,austin_tx,"Waukegan, IL","Austin, TX",9.0,1003.0
69819,smyrna_tn,syracuse_ny,"Smyrna, TN","Syracuse, NY",9.0,740.0
69820,golovin_ak,deering_ak,"Golovin, AK","Deering, AK",9.0,105.0
69821,eek_ak,naknek_ak,"Eek, AK","Naknek, AK",9.0,204.0
69822,westhampton_ny,wilmington_nc,"Westhampton, NY","Wilmington, NC",9.0,538.0
69823,sheboygan_wi,camarillo_ca,"Sheboygan, WI","Camarillo, CA",9.0,1793.0
69824,walterboro_sc,van_nuys_ca,"Walterboro, SC","Van Nuys, CA",9.0,2173.0
69825,van_nuys_ca,panama_city_fl,"Van Nuys, CA","Panama City, FL",9.0,1924.0
69826,sanford_fl,montgomery_al,"Sanford, FL","Montgomery, AL",9.0,392.0
69827,kiana_ak,white_mountain_ak,"Kiana, AK","White Mountain, AK",9.0,180.0
69828,white_mountain_ak,kiana_ak,"White Mountain, AK","Kiana, AK",9.0,180.0
69829,aspen_co,buffalo_ny,"Aspen, CO","Buffalo, NY",9.0,1484.0
69830,martinsville_va,gainesville_ga,"Martinsville, VA","Gainesville, GA",9.0,270.0
69831,waco_tx,visalia_ca,"Waco, TX","Visalia, CA",9.0,1310.0
69832,columbus_ms,alexandria_la,"Columbus, MS","Alexandria, LA",9.0,274.0
69833,manisteeludington_mi,south_bend_in,"Manistee/Ludington, MI","South Bend, IN",9.0,177.0
69834,rifle_co,san_jose_ca,"Rifle, CO","San Jose, CA",9.0,784.0
69835,pickens_sc,fayetteville_ar,"Pickens, SC","Fayetteville, AR",9.0,661.0
69836,sanford_fl,charleston_sc,"Sanford, FL","Charleston, SC",9.0,293.0
69837,lexington_parsons_tn,memphis_tn,"Lexington Parsons, TN","Memphis, TN",9.0,109.0
69838,ambler_ak,point_lay_ak,"Ambler, AK","Point Lay, AK",9.0,226.0
69839,oakland_ca,aurora_or,"Oakland, CA","Aurora, OR",9.0,520.0
69840,charlotte_nc,st_augustine_fl,"Charlotte, NC","St. Augustine, FL",10.0,363.0
69841,nashville_tn,clemson_sc,"Nashville, TN","Clemson, SC",10.0,236.0
69842,sun_valleyhaileyketchum_id,pontiac_mi,"Sun Valley/Hailey/Ketchum, ID","Pontiac, MI",10.0,1554.0
69843,st_cloud_mn,trenton_nj,"St. Cloud, MN","Trenton, NJ",10.0,1039.0
69844,napa_ca,sugar_land_tx,"Napa, CA","Sugar Land, TX",10.0,1633.0
69845,sugar_land_tx,napa_ca,"Sugar Land, TX","Napa, CA",10.0,1633.0
69846,teterboro_nj,athens_ga,"Teterboro, NJ","Athens, GA",10.0,697.0
69847,gainesville_ga,martinsville_va,"Gainesville, GA","Martinsville, VA",10.0,270.0
69848,milwaukee_wi,heber_ut,"Milwaukee, WI","Heber, UT",10.0,1225.0
69849,new_richmond_wi,nashville_tn,"New Richmond, WI","Nashville, TN",10.0,694.0
69850,greenville_ms,el_dorado_ar,"Greenville, MS","El Dorado, AR",10.0,107.0
69851,devils_lake_nd,rapid_city_sd,"Devils Lake, ND","Rapid City, SD",10.0,345.0
69852,vero_beach_fl,naples_fl,"Vero Beach, FL","Naples, FL",10.0,133.0
69853,islip_ny,melbourne_fl,"Islip, NY","Melbourne, FL",10.0,974.0
69854,seattle_wa,camp_orkila_eastsound_wa,"Seattle, WA","Camp Orkila Eastsound, WA",10.0,78.0
69855,teterboro_nj,kahului_hi,"Teterboro, NJ","Kahului, HI",10.0,4907.0
69856,latrobe_pa,baltimore_md,"Latrobe, PA","Baltimore, MD",10.0,164.0
69857,st_augustine_fl,orlando_fl,"St. Augustine, FL","Orlando, FL",10.0,105.0
69858,kennesaw_ga,charlotte_nc,"Kennesaw, GA","Charlotte, NC",10.0,224.0
69859,sioux_city_ia,lake_tahoe_ca,"Sioux City, IA","Lake Tahoe, CA",10.0,1260.0
69860,trenton_nj,sioux_city_ia,"Trenton, NJ","Sioux City, IA",10.0,1128.0
69861,lake_tahoe_ca,lincoln_ne,"Lake Tahoe, CA","Lincoln, NE",10.0,1239.0
69862,farmington_nm,atlanta_ga,"Farmington, NM","Atlanta, GA",10.0,1360.0
69863,brunswick_ga,louisville_ky,"Brunswick, GA","Louisville, KY",11.0,543.0
69864,oklahoma_city_ok,portland_me,"Oklahoma City, OK","Portland, ME",11.0,1557.0
69865,jackson_mi,eagle_co,"Jackson, MI","Eagle, CO",11.0,1185.0
69866,birmingham_al,latrobe_pa,"Birmingham, AL","Latrobe, PA",11.0,615.0
69867,benton_harborst_joseph_mi,tulsa_ok,"Benton Harbor/St. Joseph, MI","Tulsa, OK",11.0,652.0
69868,wilmington_nc,westhampton_ny,"Wilmington, NC","Westhampton, NY",11.0,538.0
69869,sugar_land_tx,los_angeles_ca,"Sugar Land, TX","Los Angeles, CA",11.0,1369.0
69870,sacramento_ca,truckee_ca,"Sacramento, CA","Truckee, CA",11.0,92.0
69871,truckee_ca,sacramento_ca,"Truckee, CA","Sacramento, CA",11.0,92.0
69872,key_west_fl,indianapolis_in,"Key West, FL","Indianapolis, IN",11.0,1078.0
69873,glendale_az,van_nuys_ca,"Glendale, AZ","Van Nuys, CA",11.0,359.0
69874,aiken_sc,thermal_ca,"Aiken, SC","Thermal, CA",11.0,1978.0
69875,gainesville_tx,nashville_tn,"Gainesville, TX","Nashville, TN",11.0,621.0
69876,grand_island_ne,killeen_tx,"Grand Island, NE","Killeen, TX",11.0,683.0
69877,salina_ks,indianapolis_in,"Salina, KS","Indianapolis, IN",11.0,612.0
69878,minot_nd,devils_lake_nd,"Minot, ND","Devils Lake, ND",11.0,110.0
69879,van_nuys_ca,smyrna_tn,"Van Nuys, CA","Smyrna, TN",12.0,1807.0
69880,van_nuys_ca,newburghpoughkeepsie_ny,"Van Nuys, CA","Newburgh/Poughkeepsie, NY",12.0,2451.0
69881,lawrenceville_ga,van_nuys_ca,"Lawrenceville, GA","Van Nuys, CA",12.0,1970.0
69882,nashville_tn,schenectady_ny,"Nashville, TN","Schenectady, NY",12.0,830.0
69883,austin_tx,gainesville_tx,"Austin, TX","Gainesville, TX",12.0,240.0
69884,seward_ak,cooper_lodge_ak,"Seward, AK","Cooper Lodge, AK",12.0,27.0
69885,state_college_pa,kalamazoo_mi,"State College, PA","Kalamazoo, MI",12.0,411.0
69886,cortez_co,teterboro_nj,"Cortez, CO","Teterboro, NJ",12.0,1863.0
69887,waukegan_il,albany_ny,"Waukegan, IL","Albany, NY",12.0,717.0
69888,whitefield_nh,bedford_ma,"Whitefield, NH","Bedford, MA",13.0,132.0
69889,albany_ny,waukegan_il,"Albany, NY","Waukegan, IL",13.0,717.0
69890,new_bedfordfall_river_ma,vero_beach_fl,"New Bedford/Fall River, MA","Vero Beach, FL",13.0,1105.0
69891,noatak_ak,nuiqsut_ak,"Noatak, AK","Nuiqsut, AK",13.0,350.0
69892,escanaba_mi,lansing_mi,"Escanaba, MI","Lansing, MI",13.0,238.0
69893,kansas_city_mo,rock_springs_wy,"Kansas City, MO","Rock Springs, WY",14.0,772.0
69894,springfield_il,oklahoma_city_ok,"Springfield, IL","Oklahoma City, OK",14.0,532.0
69895,austin_tx,san_bernardino_ca,"Austin, TX","San Bernardino, CA",14.0,1176.0
69896,white_plains_ny,west_dover_vt,"White Plains, NY","West Dover, VT",14.0,136.0
69897,west_dover_vt,white_plains_ny,"West Dover, VT","White Plains, NY",14.0,136.0
69898,melbourne_fl,islip_ny,"Melbourne, FL","Islip, NY",14.0,974.0
69899,bedford_ma,whitefield_nh,"Bedford, MA","Whitefield, NH",14.0,132.0
69900,cape_girardeau_mo,des_moines_ia,"Cape Girardeau, MO","Des Moines, IA",15.0,369.0
69901,paducah_ky,springfield_il,"Paducah, KY","Springfield, IL",15.0,198.0
69902,laredo_tx,albany_ny,"Laredo, TX","Albany, NY",15.0,1780.0
69903,minneapolisst_paul_mn,atlanta_ga,"Minneapolis/St. Paul, MN","Atlanta, GA",15.0,894.0
69904,evansville_in,appleton_wi,"Evansville, IN","Appleton, WI",15.0,432.0
69905,youngstownwarren_oh,alexandria_la,"Youngstown/Warren, OH","Alexandria, LA",15.0,951.0
69906,dallasfort_worth_tx,pierre_sd,"Dallas/Fort Worth, TX","Pierre, SD",15.0,813.0
69907,harrisburg_pa,baton_rouge_la,"Harrisburg, PA","Baton Rouge, LA",15.0,1048.0
69908,milwaukee_wi,saratoga_wy,"Milwaukee, WI","Saratoga, WY",16.0,975.0
69909,charleston_sc,wilmington_de,"Charleston, SC","Wilmington, DE",16.0,529.0
69910,wilmington_de,charleston_sc,"Wilmington, DE","Charleston, SC",16.0,529.0
69911,montrosedelta_co,eagle_co,"Montrose/Delta, CO","Eagle, CO",16.0,94.0
69912,hattiesburg_ms,alexandria_la,"Hattiesburg, MS","Alexandria, LA",16.0,180.0
69913,milwaukee_wi,pensacola_fl,"Milwaukee, WI","Pensacola, FL",16.0,861.0
69914,olive_branch_ms,pinehurstsouthern_pines_nc,"Olive Branch, MS","Pinehurst/Southern Pines, NC",16.0,589.0
69915,pinehurstsouthern_pines_nc,olive_branch_ms,"Pinehurst/Southern Pines, NC","Olive Branch, MS",16.0,589.0
69916,pierre_sd,dallasfort_worth_tx,"Pierre, SD","Dallas/Fort Worth, TX",16.0,813.0
69917,flagstaff_az,abilene_tx,"Flagstaff, AZ","Abilene, TX",17.0,715.0
69918,st_augustine_fl,charlotte_nc,"St. Augustine, FL","Charlotte, NC",17.0,363.0
69919,kiana_ak,teller_ak,"Kiana, AK","Teller, AK",18.0,205.0
69920,teller_ak,kiana_ak,"Teller, AK","Kiana, AK",18.0,205.0
69921,bismarckmandan_nd,springfield_mo,"Bismarck/Mandan, ND","Springfield, MO",18.0,758.0
69922,cape_girardeau_mo,south_bend_in,"Cape Girardeau, MO","South Bend, IN",18.0,355.0
69923,oakland_ca,camp_springs_md,"Oakland, CA","Camp Springs, MD",19.0,2442.0
69924,edwards_ca,chicago_il,"Edwards, CA","Chicago, IL",19.0,1687.0
69925,austin_tx,rock_springs_wy,"Austin, TX","Rock Springs, WY",19.0,1011.0
69926,lewisburg_wv,staunton_va,"Lewisburg, WV","Staunton, VA",19.0,87.0
69927,moline_il,duluth_mn,"Moline, IL","Duluth, MN",20.0,382.0
69928,new_bernmoreheadbeaufort_nc,asheville_nc,"New Bern/Morehead/Beaufort, NC","Asheville, NC",21.0,312.0
69929,vero_beach_fl,new_bedfordfall_river_ma,"Vero Beach, FL","New Bedford/Fall River, MA",21.0,1105.0
69930,marysville_ca,riverside_ca,"Marysville, CA","Riverside, CA",22.0,430.0
69931,mountain_home_id,marysville_ca,"Mountain Home, ID","Marysville, CA",22.0,396.0
69932,page_az,telluride_co,"Page, AZ","Telluride, CO",22.0,207.0
69933,columbia_mo,killeen_tx,"Columbia, MO","Killeen, TX",22.0,622.0
69934,san_diego_ca,edwards_ca,"San Diego, CA","Edwards, CA",23.0,156.0
69935,birmingham_al,beckley_wv,"Birmingham, AL","Beckley, WV",23.0,430.0
69936,latrobe_pa,birmingham_al,"Latrobe, PA","Birmingham, AL",23.0,615.0
69937,rhinelander_wi,la_crosse_wi,"Rhinelander, WI","La Crosse, WI",23.0,150.0
69938,amarillo_tx,dickinson_nd,"Amarillo, TX","Dickinson, ND",23.0,801.0
69939,sanford_fl,beckley_wv,"Sanford, FL","Beckley, WV",23.0,621.0
69940,san_juan_pr,panama_city_fl,"San Juan, PR","Panama City, FL",23.0,1468.0
69941,girdwood_ak,akutan_ak,"Girdwood, AK","Akutan, AK",24.0,776.0
69942,lincoln_ne,pullman_wa,"Lincoln, NE","Pullman, WA",24.0,1092.0
69943,pullman_wa,lincoln_ne,"Pullman, WA","Lincoln, NE",24.0,1092.0
69944,riverside_ca,santa_rosa_ca,"Riverside, CA","Santa Rosa, CA",24.0,445.0
69945,telluride_co,page_az,"Telluride, CO","Page, AZ",24.0,207.0
69946,garden_city_ks,waco_tx,"Garden City, KS","Waco, TX",24.0,478.0
69947,iron_mountainkingsfd_mi,fargo_nd,"Iron Mountain/Kingsfd, MI","Fargo, ND",24.0,423.0
69948,smyrna_tn,kingman_az,"Smyrna, TN","Kingman, AZ",24.0,1539.0
69949,casper_wy,kalispell_mt,"Casper, WY","Kalispell, MT",25.0,531.0
69950,north_bendcoos_bay_or,colorado_springs_co,"North Bend/Coos Bay, OR","Colorado Springs, CO",25.0,1066.0
69951,melbourne_fl,newark_nj,"Melbourne, FL","Newark, NJ",25.0,943.0
69952,springfield_mo,raleighdurham_nc,"Springfield, MO","Raleigh/Durham, NC",25.0,817.0
69953,cheyenne_wy,minot_nd,"Cheyenne, WY","Minot, ND",25.0,520.0
69954,minot_nd,jackson_mi,"Minot, ND","Jackson, MI",25.0,916.0
69955,cape_girardeau_mo,springfield_il,"Cape Girardeau, MO","Springfield, IL",25.0,181.0
69956,cedar_rapidsiowa_city_ia,billings_mt,"Cedar Rapids/Iowa City, IA","Billings, MT",26.0,882.0
69957,fort_collinsloveland_co,macon_ga,"Fort Collins/Loveland, CO","Macon, GA",26.0,1299.0
69958,toledo_oh,asheville_nc,"Toledo, OH","Asheville, NC",26.0,430.0
69959,jacksonville_fl,kennesaw_ga,"Jacksonville, FL","Kennesaw, GA",26.0,296.0
69960,macon_ga,fort_collinsloveland_co,"Macon, GA","Fort Collins/Loveland, CO",27.0,1299.0
69961,austin_tx,sparta_tn,"Austin, TX","Sparta, TN",27.0,811.0
69962,guam_tt,el_paso_tx,"Guam, TT","El Paso, TX",27.0,6799.0
69963,wilmington_nc,st_louis_mo,"Wilmington, NC","St. Louis, MO",28.0,759.0
69964,wilmington_nc,syracuse_ny,"Wilmington, NC","Syracuse, NY",28.0,617.0
69965,lincoln_ne,la_crosse_wi,"Lincoln, NE","La Crosse, WI",28.0,351.0
69966,colorado_springs_co,north_platte_ne,"Colorado Springs, CO","North Platte, NE",29.0,267.0
69967,lincoln_ne,hays_ks,"Lincoln, NE","Hays, KS",29.0,193.0
69968,bowling_green_ky,springfield_mo,"Bowling Green, KY","Springfield, MO",29.0,385.0
69969,south_bend_in,lewisburg_wv,"South Bend, IN","Lewisburg, WV",29.0,412.0
69970,tucson_az,fargo_nd,"Tucson, AZ","Fargo, ND",29.0,1266.0
69971,flint_mi,duluth_mn,"Flint, MI","Duluth, MN",29.0,493.0
69972,bowling_green_ky,ashland_wv,"Bowling Green, KY","Ashland, WV",29.0,233.0
69973,king_salmon_ak,klawock_ak,"King Salmon, AK","Klawock, AK",29.0,907.0
69974,brownsville_tx,lawtonfort_sill_ok,"Brownsville, TX","Lawton/Fort Sill, OK",29.0,600.0
69975,bismarckmandan_nd,killeen_tx,"Bismarck/Mandan, ND","Killeen, TX",30.0,1095.0
69976,meridian_ms,college_stationbryan_tx,"Meridian, MS","College Station/Bryan, TX",30.0,465.0
69977,pittsburgh_pa,anderson_sc,"Pittsburgh, PA","Anderson, SC",30.0,435.0
69978,knoxville_tn,meridian_ms,"Knoxville, TN","Meridian, MS",30.0,363.0
69979,baltimore_md,plattsburgh_ny,"Baltimore, MD","Plattsburgh, NY",30.0,412.0
69980,bowling_green_ky,cedar_rapidsiowa_city_ia,"Bowling Green, KY","Cedar Rapids/Iowa City, IA",30.0,442.0
69981,cedar_rapidsiowa_city_ia,bowling_green_ky,"Cedar Rapids/Iowa City, IA","Bowling Green, KY",30.0,442.0
69982,springfield_il,longview_tx,"Springfield, IL","Longview, TX",30.0,586.0
69983,branson_mo,bristoljohnson_citykingsport_tn,"Branson, MO","Bristol/Johnson City/Kingsport, TN",30.0,601.0
69984,jacksonville_fl,monroe_nc,"Jacksonville, FL","Monroe, NC",30.0,318.0
69985,oxford_ms,athens_ga,"Oxford, MS","Athens, GA",30.0,357.0
69986,college_stationbryan_tx,meridian_ms,"College Station/Bryan, TX","Meridian, MS",30.0,465.0
69987,meridian_ms,athens_ga,"Meridian, MS","Athens, GA",30.0,334.0
69988,jackson_wy,wichita_falls_tx,"Jackson, WY","Wichita Falls, TX",30.0,935.0
69989,sparta_tn,austin_tx,"Sparta, TN","Austin, TX",30.0,811.0
69990,buffalo_ny,ithacacortland_ny,"Buffalo, NY","Ithaca/Cortland, NY",31.0,120.0
69991,san_francisco_ca,helena_mt,"San Francisco, CA","Helena, MT",31.0,817.0
69992,grand_island_ne,lawtonfort_sill_ok,"Grand Island, NE","Lawton/Fort Sill, OK",31.0,441.0
69993,erie_pa,appleton_wi,"Erie, PA","Appleton, WI",32.0,447.0
69994,asheville_nc,branson_mo,"Asheville, NC","Branson, MO",32.0,602.0
69995,macon_ga,roanoke_va,"Macon, GA","Roanoke, VA",32.0,381.0
69996,stillwater_ok,texarkana_ar,"Stillwater, OK","Texarkana, AR",32.0,256.0
69997,jacksonville_fl,mary_esther_fl,"Jacksonville, FL","Mary Esther, FL",32.0,300.0
69998,tulsa_ok,stillwater_ok,"Tulsa, OK","Stillwater, OK",32.0,67.0
69999,telluride_co,prescott_az,"Telluride, CO","Prescott, AZ",32.0,339.0
70000,syracuse_ny,eugene_or,"Syracuse, NY","Eugene, OR",32.0,2331.0
70001,beaumontport_arthur_tx,longview_tx,"Beaumont/Port Arthur, TX","Longview, TX",32.0,173.0
70002,waco_tx,roswell_nm,"Waco, TX","Roswell, NM",32.0,442.0
70003,savannah_ga,salisbury_md,"Savannah, GA","Salisbury, MD",33.0,536.0
70004,greensborohigh_point_nc,salisbury_md,"Greensboro/High Point, NC","Salisbury, MD",33.0,289.0
70005,sioux_falls_sd,myrtle_beach_sc,"Sioux Falls, SD","Myrtle Beach, SC",33.0,1177.0
70006,broomfield_co,raleighdurham_nc,"Broomfield, CO","Raleigh/Durham, NC",33.0,1460.0
70007,eugene_or,syracuse_ny,"Eugene, OR","Syracuse, NY",33.0,2331.0
70008,seattle_wa,north_platte_ne,"Seattle, WA","North Platte, NE",34.0,1154.0
70009,north_platte_ne,montgomery_al,"North Platte, NE","Montgomery, AL",34.0,998.0
70010,madison_wi,saranac_lakelake_placid_ny,"Madison, WI","Saranac Lake/Lake Placid, NY",34.0,761.0
70011,sioux_city_ia,springfield_mo,"Sioux City, IA","Springfield, MO",34.0,390.0
70012,st_augustine_fl,brunswick_ga,"St. Augustine, FL","Brunswick, GA",34.0,90.0
70013,erie_pa,ithacacortland_ny,"Erie, PA","Ithaca/Cortland, NY",35.0,192.0
70014,vero_beach_fl,atlantic_city_nj,"Vero Beach, FL","Atlantic City, NJ",35.0,880.0
70015,raleighdurham_nc,broomfield_co,"Raleigh/Durham, NC","Broomfield, CO",35.0,1460.0
70016,montgomery_al,north_platte_ne,"Montgomery, AL","North Platte, NE",35.0,998.0
70017,waterloo_ia,madison_wi,"Waterloo, IA","Madison, WI",36.0,161.0
70018,valparaiso_fl,myrtle_beach_sc,"Valparaiso, FL","Myrtle Beach, SC",36.0,497.0
70019,la_crosse_wi,bismarckmandan_nd,"La Crosse, WI","Bismarck/Mandan, ND",36.0,503.0
70020,kalispell_mt,cheyenne_wy,"Kalispell, MT","Cheyenne, WY",36.0,677.0
70021,charlestondunbar_wv,south_bend_in,"Charleston/Dunbar, WV","South Bend, IN",37.0,340.0
70022,presque_islehoulton_me,albany_ny,"Presque Isle/Houlton, ME","Albany, NY",37.0,393.0
70023,champaignurbana_il,san_francisco_ca,"Champaign/Urbana, IL","San Francisco, CA",37.0,1836.0
70024,lansing_mi,rochester_mn,"Lansing, MI","Rochester, MN",37.0,406.0
70025,anderson_sc,pittsburgh_pa,"Anderson, SC","Pittsburgh, PA",37.0,435.0
70026,chicago_il,gillette_wy,"Chicago, IL","Gillette, WY",37.0,904.0
70027,roswell_nm,fort_smith_ar,"Roswell, NM","Fort Smith, AR",37.0,598.0
70028,springfield_mo,charleston_sc,"Springfield, MO","Charleston, SC",37.0,813.0
70029,garden_city_ks,lubbock_tx,"Garden City, KS","Lubbock, TX",37.0,300.0
70030,bowling_green_ky,madison_wi,"Bowling Green, KY","Madison, WI",38.0,453.0
70031,carlsbad_ca,sacramento_ca,"Carlsbad, CA","Sacramento, CA",38.0,453.0
70032,sacramento_ca,carlsbad_ca,"Sacramento, CA","Carlsbad, CA",38.0,453.0
70033,knoxville_tn,cheyenne_wy,"Knoxville, TN","Cheyenne, WY",38.0,1184.0
70034,san_luis_obispo_ca,champaignurbana_il,"San Luis Obispo, CA","Champaign/Urbana, IL",38.0,1795.0
70035,tallahassee_fl,harrisburg_pa,"Tallahassee, FL","Harrisburg, PA",38.0,799.0
70036,grand_rapids_mi,scrantonwilkes-barre_pa,"Grand Rapids, MI","Scranton/Wilkes-Barre, PA",38.0,514.0
70037,chattanooga_tn,allentownbethlehemeaston_pa,"Chattanooga, TN","Allentown/Bethlehem/Easton, PA",39.0,659.0
70038,huntsville_al,casper_wy,"Huntsville, AL","Casper, WY",39.0,1202.0
70039,tulsa_ok,montrosedelta_co,"Tulsa, OK","Montrose/Delta, CO",39.0,679.0
70040,santa_fe_nm,montrosedelta_co,"Santa Fe, NM","Montrose/Delta, CO",39.0,223.0
70041,sault_ste_marie_mi,lansing_mi,"Sault Ste. Marie, MI","Lansing, MI",40.0,240.0
70042,hancockhoughton_mi,hartford_ct,"Hancock/Houghton, MI","Hartford, CT",40.0,858.0
