YearMonth,source,target,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,Proportion delayed,Significant Delay
2021-07,Maastricht,Den Haag Centraal,18,0,18,18,0,0.0,False
2021-07,Maastricht,Den Helder,69,21,8,1,61,0.3088235294117647,True
2021-07,Maastricht,Eijsden,77,0,2,1,0,0.0,False
2021-07,Maastricht,Eindhoven Centraal,64,26,3,1,36,0.4126984126984127,True
2021-07,Maastricht,Enkhuizen,294,32,24,0,225,0.10884353741496598,False
2021-07,Maastricht,Hoorn,31,8,1,0,26,0.25806451612903225,True
2021-07,Maastricht,Hoorn Kersenboogerd,23,7,2,0,20,0.30434782608695654,True
2021-07,Maastricht,Schagen,107,16,9,1,72,0.1509433962264151,False
2021-07,Maastricht,Visé,79,0,1,1,0,0.0,False
2021-07,Maastricht Randwyck,Maastricht,17,0,17,0,0,0.0,False
2021-07,Meppel,'t Harde,987,0,189,189,0,0.0,False
2021-07,Meppel,Groningen,796,112,14,5,246,0.1415929203539823,False
2021-07,Meppel,Kampen Zuid,1088,0,262,262,0,0.0,False
2021-07,Meppel,Leeuwarden,1277,96,5,3,209,0.07535321821036106,False
2021-07,Meppel,Zwolle,7,0,0,0,0,0.0,False
2021-07,Nijmegen,'s-Hertogenbosch,60,19,0,0,47,0.31666666666666665,True
2021-07,Nijmegen,Alkmaar,17,3,1,0,15,0.17647058823529413,False
2021-07,Nijmegen,Arnhem Centraal,157,14,9,9,38,0.0945945945945946,False
2021-07,Nijmegen,Den Helder,1015,109,57,1,762,0.10749506903353057,False
2021-07,Nijmegen,Dordrecht,268,58,16,7,161,0.2222222222222222,True
2021-07,Nijmegen,Olst,9,5,0,0,5,0.5555555555555556,True
2021-07,Nijmegen,Schiphol Airport,600,79,14,4,315,0.1325503355704698,False
2021-07,Nijmegen,Utrecht Centraal,359,39,14,8,120,0.1111111111111111,False
2021-07,Nijmegen,Wijchen,48,1,0,0,7,0.020833333333333332,False
2021-07,Nijmegen,Zaandam,69,5,3,1,22,0.07352941176470588,False
2021-07,Nijmegen,Zutphen,203,35,4,3,73,0.175,False
2021-07,Nijmegen,Zwolle,17,3,0,0,6,0.17647058823529413,False
2021-07,Nürnberg Hbf,Amsterdam Centraal,31,31,0,0,31,1.0,True
2021-07,Olst,Arnhem Centraal,22,8,0,0,12,0.36363636363636365,True
2021-07,Olst,Nijmegen,11,1,0,0,7,0.09090909090909091,False
2021-07,Olst,Roosendaal,376,52,21,3,282,0.13941018766756033,False
2021-07,Olst,Zwolle,992,0,250,250,0,0.0,False
2021-07,Paris-Nord,Amsterdam Centraal,179,65,7,0,163,0.36312849162011174,True
2021-07,Putten,Amersfoort Centraal,75,0,0,0,0,0.0,False
2021-07,Putten,Den Dolder,98,0,49,49,0,0.0,False
2021-07,Putten,Zwolle,90,10,1,1,15,0.11235955056179775,False
2021-07,Rhenen,Alkmaar,7,0,0,0,5,0.0,False
2021-07,Rhenen,Amsterdam Centraal,8,0,0,0,1,0.0,False
2021-07,Rhenen,Breukelen,352,18,2,0,64,0.05113636363636364,False
2021-07,Rhenen,Den Helder,5,1,0,0,4,0.2,True
2021-07,Rhenen,Uitgeest,446,64,32,6,214,0.14545454545454545,False
2021-07,Rhenen,Utrecht Centraal,347,35,2,2,97,0.10144927536231885,False
2021-07,Roermond,Weert,12,0,0,0,0,0.0,False
2021-07,Roosendaal,'s-Hertogenbosch,24,5,0,0,15,0.20833333333333334,True
2021-07,Roosendaal,Amsterdam Centraal,20,2,0,0,13,0.1,False
2021-07,Roosendaal,Arnhem Centraal,47,10,2,0,42,0.2127659574468085,True
2021-07,Roosendaal,Bergen op Zoom,22,14,0,0,14,0.6363636363636364,True
2021-07,Roosendaal,Dordrecht,631,275,12,9,417,0.44212218649517687,True
2021-07,Roosendaal,Lage Zwaluwe,488,28,151,151,28,0.0830860534124629,False
2021-07,Roosendaal,Olst,388,147,26,3,330,0.38181818181818183,True
2021-07,Roosendaal,Vlissingen,84,17,0,0,45,0.20238095238095238,True
2021-07,Roosendaal,Zwolle,436,97,33,4,360,0.22453703703703703,True
2021-07,Rotterdam Centraal,'t Harde,521,46,12,0,165,0.08829174664107485,False
2021-07,Rotterdam Centraal,Amersfoort Centraal,71,20,4,1,36,0.2857142857142857,True
2021-07,Rotterdam Centraal,Amsterdam Centraal,1133,242,68,67,469,0.2270168855534709,True
2021-07,Rotterdam Centraal,Delft,34,0,12,12,0,0.0,False
2021-07,Rotterdam Centraal,Den Haag Centraal,37,1,0,0,12,0.02702702702702703,False
2021-07,Rotterdam Centraal,Den Haag HS,8,0,0,0,0,0.0,False
2021-07,Rotterdam Centraal,Dordrecht,87,11,1,1,20,0.12790697674418605,False
2021-07,Rotterdam Centraal,Eindhoven Centraal,92,29,3,2,45,0.32222222222222224,True
2021-07,Rotterdam Centraal,Gouda Goverwelle,52,15,0,0,33,0.28846153846153844,True
2021-07,Rotterdam Centraal,Groningen,169,43,8,1,104,0.25595238095238093,True
2021-07,Rotterdam Centraal,Leeuwarden,148,33,3,0,89,0.22297297297297297,True
2021-07,Rotterdam Centraal,Lelystad Centrum,21,3,0,0,8,0.14285714285714285,False
2021-07,Rotterdam Centraal,Roosendaal,4,0,0,0,1,0.0,False
2021-07,Rotterdam Centraal,Schiedam Centrum,4,0,0,0,0,0.0,False
2021-07,Rotterdam Centraal,Uitgeest,1044,199,31,7,835,0.1918997107039537,True
2021-07,Rotterdam Centraal,Utrecht Centraal,1254,149,21,12,326,0.11996779388083736,False
2021-07,Rotterdam Centraal,Vlissingen,83,19,2,1,60,0.23170731707317074,True
2021-07,Rotterdam Centraal,Zaandam,66,4,2,0,41,0.06060606060606061,False
2021-07,Rotterdam Centraal,Zwolle,12,1,0,0,6,0.08333333333333333,False
2021-07,Rotterdam Stadion,Dordrecht,4,0,2,2,0,0.0,False
2021-07,Rotterdam Stadion,Rotterdam Centraal,10,3,5,5,3,0.6,True
2021-07,Santpoort Noord,Amsterdam Centraal,73,10,1,0,15,0.136986301369863,False
2021-07,Santpoort Noord,Beverwijk,37,0,5,5,0,0.0,False
2021-07,Santpoort Noord,Driehuis,77,0,8,8,0,0.0,False
2021-07,Schagen,Amsterdam Centraal,16,2,0,0,6,0.125,False
2021-07,Schagen,Maastricht,170,50,20,0,128,0.29411764705882354,True
2021-07,Schiedam Centrum,Den Haag HS,231,0,149,149,0,0.0,False
2021-07,Schiedam Centrum,Dordrecht,76,10,0,0,21,0.13157894736842105,False
2021-07,Schiphol Airport,Amersfoort Centraal,217,124,15,9,128,0.5961538461538461,True
2021-07,Schiphol Airport,Amersfoort Schothorst,351,95,3,1,123,0.2714285714285714,True
2021-07,Schiphol Airport,Amsterdam Bijlmer ArenA,8,0,0,0,0,0.0,False
2021-07,Schiphol Airport,Arnhem Centraal,30,4,0,0,8,0.13333333333333333,False
2021-07,Schiphol Airport,Den Haag Centraal,52,1,0,0,5,0.019230769230769232,False
2021-07,Schiphol Airport,Dordrecht,22,5,2,2,9,0.25,True
2021-07,Schiphol Airport,Enschede,519,73,20,4,263,0.141747572815534,False
2021-07,Schiphol Airport,Hilversum,51,6,1,1,8,0.12,False
2021-07,Schiphol Airport,Leiden Centraal,8,0,0,0,0,0.0,False
2021-07,Schiphol Airport,Nijmegen,641,116,30,3,286,0.18181818181818182,False
2021-07,Schiphol Airport,Utrecht Centraal,64,19,0,0,22,0.296875,True
2021-07,Schiphol Airport,Venlo,821,250,21,5,751,0.30637254901960786,True
2021-07,Sittard,Heerlen,153,66,4,3,67,0.44,True
2021-07,Tiel,Den Haag Centraal,1118,105,11,1,669,0.09400179051029543,False
2021-07,Tiel,Utrecht Centraal,31,4,0,0,10,0.12903225806451613,False
2021-07,Tilburg,'s-Hertogenbosch,8,1,0,0,1,0.125,False
2021-07,Tilburg,Dordrecht,22,8,0,0,11,0.36363636363636365,True
2021-07,Tilburg Universiteit,Eindhoven Centraal,139,26,0,0,60,0.18705035971223022,False
2021-07,Tilburg Universiteit,Weert,924,185,7,0,532,0.2002164502164502,True
2021-07,Uitgeest,Alkmaar,13,1,0,0,1,0.07692307692307693,False
2021-07,Uitgeest,Amsterdam Centraal,71,8,2,2,20,0.11594202898550725,False
2021-07,Uitgeest,Rhenen,360,54,23,6,259,0.15254237288135594,False
2021-07,Uitgeest,Rotterdam Centraal,1045,148,27,9,671,0.14285714285714285,False
2021-07,Uitgeest,Utrecht Centraal,52,1,3,2,37,0.02,False
2021-07,Uitgeest,Veenendaal Centrum,35,9,1,0,22,0.2571428571428571,True
2021-07,Utrecht Centraal,'s-Hertogenbosch,559,64,3,2,201,0.11490125673249552,False
2021-07,Utrecht Centraal,'t Harde,547,75,11,4,232,0.13812154696132597,False
2021-07,Utrecht Centraal,Almere Centrum,929,124,35,24,380,0.13701657458563535,False
2021-07,Utrecht Centraal,Amersfoort Centraal,59,18,10,10,18,0.3673469387755102,True
2021-07,Utrecht Centraal,Amersfoort Schothorst,96,21,0,0,30,0.21875,True
2021-07,Utrecht Centraal,Amsterdam Centraal,38,4,0,0,16,0.10526315789473684,False
2021-07,Utrecht Centraal,Arnhem Centraal,13,2,0,0,3,0.15384615384615385,False
2021-07,Utrecht Centraal,Baarn,1067,65,22,22,603,0.06220095693779904,False
2021-07,Utrecht Centraal,Breukelen,687,10,81,81,16,0.0165016501650165,False
2021-07,Utrecht Centraal,Den Dolder,56,14,0,0,17,0.25,True
2021-07,Utrecht Centraal,Den Haag Centraal,751,108,5,5,137,0.1447721179624665,False
2021-07,Utrecht Centraal,Den Haag HS,5,0,0,0,1,0.0,False
2021-07,Utrecht Centraal,Den Helder,10,0,0,0,10,0.0,False
2021-07,Utrecht Centraal,Dordrecht,4,2,0,0,3,0.5,True
2021-07,Utrecht Centraal,Eindhoven Centraal,8,1,0,0,1,0.125,False
2021-07,Utrecht Centraal,Enkhuizen,10,0,0,0,5,0.0,False
2021-07,Utrecht Centraal,Enschede,10,1,0,0,1,0.1,False
2021-07,Utrecht Centraal,Groningen,129,49,1,0,79,0.3798449612403101,True
2021-07,Utrecht Centraal,Hilversum,138,11,0,0,24,0.07971014492753623,False
2021-07,Utrecht Centraal,Hoofddorp,932,77,24,6,427,0.08315334773218143,False
2021-07,Utrecht Centraal,Leeuwarden,89,17,8,2,46,0.19540229885057472,True
2021-07,Utrecht Centraal,Leiden Centraal,1163,178,20,11,523,0.1545138888888889,False
2021-07,Utrecht Centraal,Maastricht,22,7,0,0,11,0.3181818181818182,True
2021-07,Utrecht Centraal,Nijmegen,412,77,8,7,179,0.19012345679012346,True
2021-07,Utrecht Centraal,Rhenen,361,257,5,1,282,0.7138888888888889,True
2021-07,Utrecht Centraal,Rotterdam Centraal,1319,167,26,9,384,0.12748091603053435,False
2021-07,Utrecht Centraal,Schiphol Airport,133,61,1,1,91,0.4621212121212121,True
2021-07,Utrecht Centraal,Tiel,35,6,0,0,17,0.17142857142857143,False
2021-07,Utrecht Centraal,Uitgeest,17,2,0,0,11,0.11764705882352941,False
2021-07,Utrecht Centraal,Utrecht Maliebaan,240,137,1,1,137,0.5732217573221757,True
2021-07,Utrecht Centraal,Veenendaal Centrum,34,2,2,2,10,0.0625,False
2021-07,Utrecht Centraal,Zwolle,328,36,8,1,177,0.11009174311926606,False
2021-07,Utrecht Maliebaan,Utrecht Centraal,240,22,1,1,22,0.09205020920502092,False
2021-07,Veenendaal Centrum,Breukelen,169,7,1,1,27,0.041666666666666664,False
2021-07,Veenendaal Centrum,Driebergen-Zeist,8,0,0,0,0,0.0,False
2021-07,Veenendaal Centrum,Utrecht Centraal,51,3,0,0,10,0.058823529411764705,False
2021-07,Venlo,Den Haag HS,35,1,6,0,25,0.02857142857142857,False
2021-07,Venlo,Dordrecht,205,37,4,1,162,0.18137254901960784,False
2021-07,Venlo,Eindhoven Centraal,179,59,0,0,112,0.329608938547486,True
2021-07,Venlo,Schiphol Airport,699,140,21,3,462,0.20114942528735633,True
2021-07,Visé,Maastricht,55,0,0,0,0,0.0,False
2021-07,Vlissingen,'s-Hertogenbosch,41,2,0,0,27,0.04878048780487805,False
2021-07,Vlissingen,Amsterdam Centraal,804,111,62,6,618,0.13909774436090225,False
2021-07,Vlissingen,Arnhem Centraal,14,3,2,0,14,0.21428571428571427,True
2021-07,Vlissingen,Breda,6,3,0,0,3,0.5,True
2021-07,Vlissingen,Roosendaal,33,4,0,0,12,0.12121212121212122,False
2021-07,Vlissingen,Rotterdam Centraal,90,33,2,1,57,0.3707865168539326,True
2021-07,Vlissingen,Zwolle,238,50,22,2,208,0.211864406779661,True
2021-07,Weert,Eindhoven Centraal,33,8,0,0,11,0.24242424242424243,True
2021-07,Weert,Roermond,11,0,0,0,0,0.0,False
2021-07,Weert,Tilburg Universiteit,940,236,18,0,466,0.251063829787234,True
2021-07,Weesp,Amersfoort Centraal,12,0,0,0,0,0.0,False
2021-07,Weesp,Amsterdam Centraal,6,4,1,1,4,0.8,True
2021-07,Wien Hbf,Nürnberg Hbf,31,0,0,0,0,0.0,False
2021-07,Wijchen,Zutphen,751,127,16,2,364,0.16955941255006676,False
2021-07,Woerden,'s-Hertogenbosch,621,52,10,2,292,0.0840064620355412,False
2021-07,Zaandam,Alkmaar,540,0,154,154,0,0.0,False
2021-07,Zaandam,Amsterdam Centraal,8,1,0,0,3,0.125,False
2021-07,Zaandam,Nijmegen,67,4,1,0,27,0.05970149253731343,False
2021-07,Zaandam,Rotterdam Centraal,68,8,1,1,35,0.11940298507462686,False
2021-07,Zaandam,Zwolle,13,0,0,0,0,0.0,False
2021-07,Zandvoort aan Zee,Amsterdam Centraal,1096,80,23,11,160,0.07373271889400922,False
2021-07,Zandvoort aan Zee,Haarlem,1500,241,121,121,242,0.1747643219724438,False
2021-07,Zutphen,Arnhem Centraal,64,11,1,1,18,0.1746031746031746,False
2021-07,Zutphen,Nijmegen,221,13,7,2,88,0.0593607305936073,False
2021-07,Zutphen,Olst,9,0,0,0,1,0.0,False
2021-07,Zutphen,Roosendaal,27,4,1,0,19,0.14814814814814814,False
2021-07,Zutphen,Vlissingen,8,2,0,0,7,0.25,True
2021-07,Zutphen,Wijchen,700,35,21,3,317,0.05021520803443329,False
2021-07,Zutphen,Zwolle,18,5,0,0,7,0.2777777777777778,True
2021-07,Zwolle,'t Harde,859,0,133,133,0,0.0,False
2021-07,Zwolle,Amersfoort Schothorst,164,23,2,1,58,0.1411042944785276,False
2021-07,Zwolle,Amsterdam Centraal,579,102,13,7,325,0.17832167832167833,False
2021-07,Zwolle,Arnhem Centraal,73,25,0,0,38,0.3424657534246575,True
2021-07,Zwolle,Dalfsen,113,0,0,0,0,0.0,False
2021-07,Zwolle,Den Haag Centraal,15,0,0,0,2,0.0,False
2021-07,Zwolle,Groningen,822,132,2,0,303,0.16058394160583941,False
2021-07,Zwolle,Kampen Zuid,282,0,2,2,0,0.0,False
2021-07,Zwolle,Leeuwarden,179,36,0,0,73,0.2011173184357542,True
2021-07,Zwolle,Lelystad Centrum,16,6,0,0,6,0.375,True
2021-07,Zwolle,Nijmegen,20,4,2,1,14,0.21052631578947367,True
2021-07,Zwolle,Olst,959,0,241,241,1,0.0,False
2021-07,Zwolle,Putten,88,8,0,0,27,0.09090909090909091,False
2021-07,Zwolle,Roosendaal,430,51,32,3,311,0.11943793911007025,False
2021-07,Zwolle,Rotterdam Centraal,9,0,0,0,3,0.0,False
2021-07,Zwolle,Utrecht Centraal,346,62,10,2,234,0.18023255813953487,False
2021-07,Zwolle,Vlissingen,231,40,16,1,187,0.17391304347826086,False
2021-08,'s-Hertogenbosch,Arnhem Centraal,278,5,123,123,25,0.03225806451612903,False
2021-08,'s-Hertogenbosch,Deurne,932,364,7,1,691,0.39097744360902253,True
2021-08,'s-Hertogenbosch,Dordrecht,80,17,3,0,34,0.2125,True
2021-08,'s-Hertogenbosch,Eindhoven Centraal,256,25,1,1,100,0.09803921568627451,False
2021-08,'s-Hertogenbosch,Geldermalsen,69,35,0,0,51,0.5072463768115942,True
2021-08,'s-Hertogenbosch,Heerlen,140,30,6,3,43,0.21897810218978103,True
2021-08,'s-Hertogenbosch,Houten,209,0,2,2,0,0.0,False
2021-08,'s-Hertogenbosch,Maastricht,182,27,10,2,50,0.15,False
2021-08,'s-Hertogenbosch,Nijmegen,28,7,1,1,23,0.25925925925925924,True
2021-08,'s-Hertogenbosch,Oss,57,0,0,0,0,0.0,False
2021-08,'s-Hertogenbosch,Roosendaal,29,1,0,0,7,0.034482758620689655,False
2021-08,'s-Hertogenbosch,Tilburg,8,3,0,0,3,0.375,True
2021-08,'s-Hertogenbosch,Utrecht Centraal,1428,26,210,210,178,0.021346469622331693,False
2021-08,'s-Hertogenbosch,Venlo,233,22,2,0,202,0.0944206008583691,False
2021-08,'s-Hertogenbosch,Vlissingen,40,4,0,0,23,0.1,False
2021-08,'s-Hertogenbosch,Wijchen,4,0,4,0,3,0.0,False
2021-08,'s-Hertogenbosch,Woerden,486,30,22,4,224,0.06224066390041494,False
2021-08,Alkmaar,Amsterdam Centraal,220,32,10,0,87,0.14545454545454545,False
2021-08,Alkmaar,Den Helder,37,2,0,0,10,0.05405405405405406,False
2021-08,Alkmaar,Haarlem,132,12,9,4,25,0.09375,False
2021-08,Alkmaar,Hoorn,53,7,0,0,16,0.1320754716981132,False
2021-08,Alkmaar,Maastricht,395,59,12,0,229,0.14936708860759493,False
2021-08,Alkmaar,Nijmegen,42,6,1,0,24,0.14285714285714285,False
2021-08,Alkmaar,Rotterdam Centraal,27,2,0,0,18,0.07407407407407407,False
2021-08,Alkmaar,Utrecht Centraal,71,15,2,0,34,0.2112676056338028,True
2021-08,Almelo,Apeldoorn,475,48,1,0,130,0.10105263157894737,False
2021-08,Almelo,Deventer,303,41,1,1,90,0.1357615894039735,False
2021-08,Almere Centrum,Almere Oostvaarders,264,0,123,123,0,0.0,False
2021-08,Almere Centrum,Amsterdam Centraal,1112,177,23,22,183,0.16238532110091744,False
2021-08,Almere Centrum,Den Haag Centraal,11,0,1,1,0,0.0,False
2021-08,Almere Centrum,Hoofddorp,38,4,0,0,10,0.10526315789473684,False
2021-08,Almere Centrum,Lelystad Centrum,8,0,0,0,0,0.0,False
2021-08,Almere Centrum,Utrecht Centraal,886,73,4,4,184,0.08276643990929705,False
2021-08,Almere Oostvaarders,Almere Centrum,268,0,71,71,0,0.0,False
2021-08,Almere Oostvaarders,Hoofddorp,1050,96,10,8,399,0.09213051823416507,False
2021-08,Almere Oostvaarders,Lelystad Centrum,69,4,0,0,4,0.057971014492753624,False
2021-08,Almere Oostvaarders,Nijmegen,53,0,0,0,0,0.0,False
2021-08,Almere Oostvaarders,Weesp,777,0,188,185,0,0.0,False
2021-08,Almere Oostvaarders,Zwolle,103,14,0,0,15,0.13592233009708737,False
2021-08,Alphen a/d Rijn,Leiden Centraal,56,8,1,1,8,0.14545454545454545,False
2021-08,Amersfoort Centraal,Amsterdam Centraal,963,110,14,11,186,0.11554621848739496,False
2021-08,Amersfoort Centraal,Apeldoorn,6,3,0,0,3,0.5,True
2021-08,Amersfoort Centraal,Den Haag Centraal,529,98,21,17,182,0.19140625,True
2021-08,Amersfoort Centraal,Deventer,170,0,94,94,0,0.0,False
2021-08,Amersfoort Centraal,Enschede,4,0,0,0,1,0.0,False
2021-08,Amersfoort Centraal,Groningen,5,1,0,0,2,0.2,True
2021-08,Amersfoort Centraal,Harderwijk,8,3,1,1,6,0.42857142857142855,True
2021-08,Amersfoort Centraal,Hoofddorp,51,6,0,0,21,0.11764705882352941,False
2021-08,Amersfoort Centraal,Schiphol Airport,67,15,0,0,20,0.22388059701492538,True
2021-08,Amersfoort Centraal,Utrecht Centraal,34,6,6,6,14,0.21428571428571427,True
2021-08,Amersfoort Centraal,Zwolle,9,0,0,0,2,0.0,False
2021-08,Amersfoort Schothorst,Amsterdam Centraal,72,9,1,1,38,0.1267605633802817,False
2021-08,Amersfoort Schothorst,Den Haag Centraal,479,80,7,2,197,0.16771488469601678,False
2021-08,Amersfoort Schothorst,Hoofddorp,19,10,0,0,18,0.5263157894736842,True
2021-08,Amersfoort Schothorst,Schiphol Airport,463,82,9,4,135,0.1786492374727669,False
2021-08,Amersfoort Schothorst,Utrecht Centraal,28,6,1,1,8,0.2222222222222222,True
2021-08,Amersfoort Vathorst,Amsterdam Centraal,967,105,11,3,491,0.10892116182572614,False
2021-08,Amsterdam Bijlmer ArenA,Amsterdam Centraal,5,0,1,1,0,0.0,False
2021-08,Amsterdam Bijlmer ArenA,Leiden Centraal,13,1,0,0,1,0.07692307692307693,False
2021-08,Amsterdam Bijlmer ArenA,Schiphol Airport,4,1,0,0,1,0.25,True
2021-08,Amsterdam Bijlmer ArenA,Utrecht Centraal,12,2,2,2,2,0.2,True
2021-08,Amsterdam Centraal,Alkmaar,272,59,4,2,180,0.21851851851851853,True
2021-08,Amsterdam Centraal,Almere Centrum,1103,168,15,15,176,0.15441176470588236,False
2021-08,Amsterdam Centraal,Amersfoort Centraal,1020,198,24,10,326,0.19603960396039605,True
2021-08,Amsterdam Centraal,Amersfoort Schothorst,10,1,1,0,2,0.1,False
2021-08,Amsterdam Centraal,Amersfoort Vathorst,916,210,14,2,594,0.22975929978118162,True
2021-08,Amsterdam Centraal,Apeldoorn,5,1,0,0,2,0.2,True
2021-08,Amsterdam Centraal,Arnhem Centraal,6,2,0,0,4,0.3333333333333333,True
2021-08,Amsterdam Centraal,Baarn,6,2,0,0,4,0.3333333333333333,True
2021-08,Amsterdam Centraal,Basel SBB,13,1,0,0,11,0.07692307692307693,False
2021-08,Amsterdam Centraal,Bergen op Zoom,70,49,3,1,61,0.7101449275362319,True
2021-08,Amsterdam Centraal,Berlin Hbf,189,1,27,0,140,0.005291005291005291,False
2021-08,Amsterdam Centraal,Breda,948,250,54,14,400,0.2676659528907923,True
2021-08,Amsterdam Centraal,Brussel-Zuid Midi,437,31,6,4,301,0.07159353348729793,False
2021-08,Amsterdam Centraal,Den Haag Centraal,2148,227,48,15,1138,0.10642287857477731,False
2021-08,Amsterdam Centraal,Den Haag HS,16,5,0,0,13,0.3125,True
2021-08,Amsterdam Centraal,Den Helder,49,7,0,0,41,0.14285714285714285,False
2021-08,Amsterdam Centraal,Deventer,97,8,1,1,21,0.08333333333333333,False
2021-08,Amsterdam Centraal,Dordrecht,407,79,14,1,307,0.19458128078817735,True
2021-08,Amsterdam Centraal,Ede-Wageningen,4,0,0,0,1,0.0,False
2021-08,Amsterdam Centraal,Enkhuizen,314,27,9,6,126,0.08766233766233766,False
2021-08,Amsterdam Centraal,Frankfurt (M) Hbf,169,16,6,4,78,0.09696969696969697,False
2021-08,Amsterdam Centraal,Goes,68,9,0,0,62,0.1323529411764706,False
2021-08,Amsterdam Centraal,Haarlem,66,8,10,10,19,0.14285714285714285,False
2021-08,Amsterdam Centraal,Hannover Hbf,30,1,4,0,22,0.03333333333333333,False
2021-08,Amsterdam Centraal,Heerhugowaard,8,0,0,0,7,0.0,False
2021-08,Amsterdam Centraal,Hengelo,18,0,0,0,7,0.0,False
2021-08,Amsterdam Centraal,Hilversum,10,0,0,0,6,0.0,False
2021-08,Amsterdam Centraal,Hoofddorp,1073,121,12,12,237,0.11404335532516494,False
2021-08,Amsterdam Centraal,Hoorn,966,110,39,7,734,0.11470281543274244,False
2021-08,Amsterdam Centraal,Hoorn Kersenboogerd,62,10,0,0,30,0.16129032258064516,False
2021-08,Amsterdam Centraal,Innsbruck Hbf,31,1,6,0,18,0.03225806451612903,False
2021-08,Amsterdam Centraal,Karlsruhe Hbf,18,1,1,1,9,0.058823529411764705,False
2021-08,Amsterdam Centraal,Lelystad Centrum,84,12,0,0,35,0.14285714285714285,False
2021-08,Amsterdam Centraal,London St. Pancras Int.,32,2,2,0,28,0.0625,False
2021-08,Amsterdam Centraal,Maastricht,4,0,0,0,3,0.0,False
2021-08,Amsterdam Centraal,Nijmegen,8,1,4,0,3,0.125,False
2021-08,Amsterdam Centraal,Paris-Nord,213,7,1,0,190,0.03286384976525822,False
2021-08,Amsterdam Centraal,Rhenen,66,4,0,0,18,0.06060606060606061,False
2021-08,Amsterdam Centraal,Roosendaal,50,23,2,0,48,0.46,True
2021-08,Amsterdam Centraal,Rotterdam Centraal,947,262,52,47,364,0.2911111111111111,True
2021-08,Amsterdam Centraal,Schiphol Airport,6,0,2,2,0,0.0,False
2021-08,Amsterdam Centraal,Uitgeest,45,7,0,0,25,0.15555555555555556,False
2021-08,Amsterdam Centraal,Utrecht Centraal,197,37,1,1,109,0.18877551020408162,True
2021-08,Amsterdam Centraal,Vlissingen,702,139,58,4,609,0.1991404011461318,True
2021-08,Amsterdam Centraal,Weesp,91,8,4,4,14,0.09195402298850575,False
2021-08,Amsterdam Centraal,Zandvoort aan Zee,1098,199,12,5,515,0.18206770356816102,False
2021-08,Amsterdam Centraal,Zwolle,965,140,17,7,465,0.14613778705636743,False
2021-08,Amsterdam Sloterdijk,Hoorn Kersenboogerd,35,2,1,1,9,0.058823529411764705,False
2021-08,Apeldoorn,Almelo,495,34,1,1,167,0.06882591093117409,False
2021-08,Apeldoorn,Amersfoort Centraal,5,0,0,0,0,0.0,False
2021-08,Apeldoorn,Apeldoorn Osseveld,487,0,154,154,0,0.0,False
2021-08,Apeldoorn,Den Haag Centraal,159,25,1,0,63,0.15723270440251572,False
2021-08,Apeldoorn,Deventer,877,5,284,284,6,0.008431703204047217,False
2021-08,Apeldoorn,Enschede,136,12,1,0,46,0.08823529411764706,False
2021-08,Apeldoorn,Schiphol Airport,90,24,0,0,33,0.26666666666666666,True
2021-08,Apeldoorn,Utrecht Centraal,7,2,0,0,4,0.2857142857142857,True
2021-08,Apeldoorn,Zutphen,35,0,2,0,0,0.0,False
2021-08,Apeldoorn Osseveld,Apeldoorn,400,0,134,134,0,0.0,False
2021-08,Apeldoorn Osseveld,Deventer,35,0,0,0,0,0.0,False
2021-08,Arnemuiden,Bergen op Zoom,31,0,0,0,0,0.0,False
2021-08,Arnemuiden,Middelburg,204,0,35,35,0,0.0,False
2021-08,Arnhem Centraal,'s-Hertogenbosch,262,0,131,131,0,0.0,False
2021-08,Arnhem Centraal,Arnhem Velperpoort,269,0,106,106,0,0.0,False
2021-08,Arnhem Centraal,Breda,27,3,0,0,13,0.1111111111111111,False
2021-08,Arnhem Centraal,Den Helder,99,7,1,0,71,0.0707070707070707,False
2021-08,Arnhem Centraal,Dieren,231,0,2,2,0,0.0,False
2021-08,Arnhem Centraal,Dordrecht,428,67,24,4,269,0.1580188679245283,False
2021-08,Arnhem Centraal,Ede-Wageningen,747,118,4,3,175,0.1586021505376344,False
2021-08,Arnhem Centraal,Enkhuizen,4,0,0,0,1,0.0,False
2021-08,Arnhem Centraal,Nijmegen,582,27,148,148,40,0.06221198156682028,False
2021-08,Arnhem Centraal,Oss,144,0,70,70,0,0.0,False
2021-08,Arnhem Centraal,Roosendaal,32,5,2,0,14,0.15625,False
2021-08,Arnhem Centraal,Schiphol Airport,119,13,0,0,54,0.1092436974789916,False
2021-08,Arnhem Centraal,Utrecht Centraal,5,1,0,0,1,0.2,True
2021-08,Arnhem Centraal,Vlissingen,13,2,3,0,7,0.15384615384615385,False
2021-08,Arnhem Centraal,Wijchen,231,0,116,116,0,0.0,False
2021-08,Arnhem Centraal,Zutphen,68,4,1,1,11,0.05970149253731343,False
2021-08,Arnhem Centraal,Zwolle,124,23,2,0,58,0.18548387096774194,False
2021-08,Arnhem Velperpoort,Arnhem Centraal,322,0,108,108,0,0.0,False
2021-08,Assen,Groningen,44,13,0,0,18,0.29545454545454547,True
2021-08,Baarn,Utrecht Centraal,1153,48,19,13,397,0.042105263157894736,False
2021-08,Bad Bentheim,Amsterdam Centraal,5,1,0,0,4,0.2,True
