YearMonth,source,target,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,Proportion delayed,Significant Delay
2021-08,Barneveld Centrum,Ede-Wageningen,4,0,0,0,0,0.0,False
2021-08,Basel SBB,Amsterdam Centraal,13,11,0,0,13,0.8461538461538461,True
2021-08,Bergen op Zoom,Amsterdam Centraal,119,23,9,0,92,0.19327731092436976,True
2021-08,Bergen op Zoom,Rilland-Bath,24,0,0,0,0,0.0,False
2021-08,Bergen op Zoom,Vlissingen,244,0,141,141,0,0.0,False
2021-08,Bergen op Zoom,Zwolle,6,1,1,0,4,0.16666666666666666,False
2021-08,Berlin Hbf,Amsterdam Centraal,181,84,4,0,173,0.46408839779005523,True
2021-08,Bonn Hbf,Wien Hbf,31,0,0,0,0,0.0,False
2021-08,Breda,'s-Hertogenbosch,8,2,0,0,2,0.25,True
2021-08,Breda,Amsterdam Centraal,948,234,36,20,380,0.2521551724137931,True
2021-08,Breda,Arnhem Centraal,33,1,1,0,27,0.030303030303030304,False
2021-08,Breda,Dordrecht,68,11,2,1,20,0.16417910447761194,False
2021-08,Breda,Lage Zwaluwe,235,0,97,96,0,0.0,False
2021-08,Breda,Nijmegen,48,13,2,0,43,0.2708333333333333,True
2021-08,Breda,Roosendaal,21,3,0,0,7,0.14285714285714285,False
2021-08,Breda,Rotterdam Centraal,100,26,2,2,26,0.2653061224489796,True
2021-08,Breda,Vlissingen,7,1,0,0,5,0.14285714285714285,False
2021-08,Breukelen,Rhenen,616,88,4,0,247,0.14285714285714285,False
2021-08,Breukelen,Utrecht Centraal,75,7,0,0,13,0.09333333333333334,False
2021-08,Breukelen,Veenendaal Centrum,181,13,3,1,60,0.07222222222222222,False
2021-08,Brussel-Zuid Midi,Amsterdam Centraal,435,182,16,9,399,0.4272300469483568,True
2021-08,Brussel-Zuid Midi,Den Haag HS,84,15,2,0,71,0.17857142857142858,False
2021-08,Delft,Den Haag HS,12,0,0,0,0,0.0,False
2021-08,Delft,Rotterdam Centraal,16,0,0,0,0,0.0,False
2021-08,Den Haag Centraal,Amersfoort Centraal,541,82,20,11,127,0.15471698113207547,False
2021-08,Den Haag Centraal,Amersfoort Schothorst,484,57,12,1,117,0.11801242236024845,False
2021-08,Den Haag Centraal,Amsterdam Centraal,2118,247,62,11,697,0.11722828666350261,False
2021-08,Den Haag Centraal,Apeldoorn,157,12,4,1,34,0.07692307692307693,False
2021-08,Den Haag Centraal,Deventer,138,15,4,1,39,0.10948905109489052,False
2021-08,Den Haag Centraal,Dordrecht,1861,259,45,21,721,0.14076086956521738,False
2021-08,Den Haag Centraal,Eindhoven Centraal,1079,314,40,14,589,0.2948356807511737,True
2021-08,Den Haag Centraal,Enschede,425,73,10,2,169,0.17257683215130024,False
2021-08,Den Haag Centraal,Gouda Goverwelle,648,25,10,9,103,0.03912363067292645,False
2021-08,Den Haag Centraal,Groningen,585,191,23,2,341,0.3276157804459691,True
2021-08,Den Haag Centraal,Haarlem,695,116,16,3,243,0.1676300578034682,False
2021-08,Den Haag Centraal,Houten Castellum,249,17,5,2,177,0.06882591093117409,False
2021-08,Den Haag Centraal,Leeuwarden,529,100,19,1,312,0.1893939393939394,True
2021-08,Den Haag Centraal,Schiphol Airport,116,26,0,0,34,0.22413793103448276,True
2021-08,Den Haag Centraal,Tiel,860,156,25,4,685,0.1822429906542056,False
2021-08,Den Haag Centraal,Utrecht Centraal,337,30,3,2,70,0.08955223880597014,False
2021-08,Den Haag Centraal,Zwolle,24,3,0,0,10,0.125,False
2021-08,Den Haag HS,Brussel-Zuid Midi,85,2,1,0,30,0.023529411764705882,False
2021-08,Den Haag HS,Delft,16,0,0,0,0,0.0,False
2021-08,Den Haag HS,Eindhoven Centraal,22,4,0,0,11,0.18181818181818182,False
2021-08,Den Haag HS,Rotterdam Centraal,16,5,2,2,5,0.35714285714285715,True
2021-08,Den Helder,Alkmaar,8,1,0,0,5,0.125,False
2021-08,Den Helder,Amsterdam Centraal,31,6,0,0,27,0.1935483870967742,True
2021-08,Den Helder,Arnhem Centraal,103,15,4,0,68,0.14563106796116504,False
2021-08,Den Helder,Ede-Wageningen,219,53,13,2,153,0.24423963133640553,True
2021-08,Den Helder,Maastricht,61,12,11,0,51,0.19672131147540983,True
2021-08,Den Helder,Nijmegen,749,141,43,2,561,0.18875502008032127,True
2021-08,Den Helder,Utrecht Centraal,78,11,1,0,49,0.14102564102564102,False
2021-08,Deurne,'s-Hertogenbosch,907,114,8,3,387,0.1261061946902655,False
2021-08,Deurne,Geldermalsen,67,34,0,0,50,0.5074626865671642,True
2021-08,Deurne,Oss,17,7,1,0,11,0.4117647058823529,True
2021-08,Deventer,Almelo,259,21,5,0,83,0.08108108108108109,False
2021-08,Deventer,Amersfoort Centraal,208,0,99,99,0,0.0,False
2021-08,Deventer,Amsterdam Centraal,109,18,0,0,36,0.1651376146788991,False
2021-08,Deventer,Apeldoorn,834,1,273,273,1,0.0017825311942959,False
2021-08,Deventer,Den Haag Centraal,140,24,2,0,57,0.17142857142857143,False
2021-08,Deventer,Enschede,365,75,13,0,117,0.2054794520547945,True
2021-08,Diemen Zuid,Utrecht Centraal,82,8,0,0,28,0.0975609756097561,False
2021-08,Dieren,Arnhem Centraal,210,0,62,62,0,0.0,False
2021-08,Dieren,Nijmegen,341,0,105,105,0,0.0,False
2021-08,Dieren,Zwolle,214,25,0,0,113,0.11682242990654206,False
2021-08,Dordrecht,'s-Hertogenbosch,143,22,4,0,70,0.15384615384615385,False
2021-08,Dordrecht,Amsterdam Centraal,414,50,22,3,265,0.12165450121654502,False
2021-08,Dordrecht,Arnhem Centraal,363,31,17,1,291,0.0856353591160221,False
2021-08,Dordrecht,Breda,40,7,3,3,14,0.1891891891891892,True
2021-08,Dordrecht,Den Haag Centraal,1848,222,40,19,1007,0.12137780207763806,False
2021-08,Dordrecht,Duivendrecht,24,7,0,0,14,0.2916666666666667,True
2021-08,Dordrecht,Eindhoven Centraal,110,20,4,3,73,0.18691588785046728,False
2021-08,Dordrecht,Lelystad Centrum,600,74,16,5,392,0.12436974789915967,False
2021-08,Dordrecht,Nijmegen,543,110,47,6,452,0.2048417132216015,True
2021-08,Dordrecht,Nijmegen Goffert,6,6,0,0,6,1.0,True
2021-08,Dordrecht,Roosendaal,716,218,13,12,228,0.3096590909090909,True
2021-08,Dordrecht,Rotterdam Centraal,54,8,0,0,16,0.14814814814814814,False
2021-08,Dordrecht,Utrecht Centraal,48,21,0,0,36,0.4375,True
2021-08,Dordrecht,Venlo,176,33,11,0,161,0.1875,False
2021-08,Dordrecht,Wijchen,67,0,67,0,49,0.0,False
2021-08,Duivendrecht,Dordrecht,25,2,0,0,13,0.08,False
2021-08,Ede-Wageningen,Arnhem Centraal,698,214,2,2,304,0.3074712643678161,True
2021-08,Ede-Wageningen,Barneveld Centrum,4,0,0,0,0,0.0,False
2021-08,Ede-Wageningen,Den Helder,219,24,11,4,167,0.11162790697674418,False
2021-08,Ede-Wageningen,Nijmegen,733,1,299,296,1,0.002288329519450801,False
2021-08,Ede-Wageningen,Schiphol Airport,201,23,3,1,73,0.115,False
2021-08,Ede-Wageningen,Utrecht Centraal,10,0,0,0,0,0.0,False
2021-08,Eindhoven Centraal,'s-Hertogenbosch,216,37,2,2,61,0.17289719626168223,False
2021-08,Eindhoven Centraal,Den Haag Centraal,1107,278,55,16,648,0.25481209899175067,True
2021-08,Eindhoven Centraal,Deurne,22,8,1,1,12,0.38095238095238093,True
2021-08,Eindhoven Centraal,Dordrecht,88,5,4,3,35,0.058823529411764705,False
2021-08,Eindhoven Centraal,Enkhuizen,64,4,2,0,37,0.0625,False
2021-08,Eindhoven Centraal,Geldermalsen,8,4,0,0,4,0.5,True
2021-08,Eindhoven Centraal,Heerlen,93,31,0,0,41,0.3333333333333333,True
2021-08,Eindhoven Centraal,Maastricht,40,3,0,0,10,0.075,False
2021-08,Eindhoven Centraal,Rotterdam Centraal,47,14,0,0,25,0.2978723404255319,True
2021-08,Eindhoven Centraal,Schiphol Airport,16,1,2,1,3,0.06666666666666667,False
2021-08,Eindhoven Centraal,Tilburg Universiteit,1036,262,6,1,320,0.2531400966183575,True
2021-08,Eindhoven Centraal,Utrecht Centraal,11,3,0,0,3,0.2727272727272727,True
2021-08,Eindhoven Centraal,Venlo,109,22,0,0,100,0.2018348623853211,True
2021-08,Eindhoven Centraal,Weert,947,146,3,2,180,0.1544973544973545,False
2021-08,Enkhuizen,Alkmaar,8,1,0,0,1,0.125,False
2021-08,Enkhuizen,Amsterdam Centraal,338,83,1,1,149,0.24629080118694363,True
2021-08,Enkhuizen,Eindhoven Centraal,49,7,1,0,31,0.14285714285714285,False
2021-08,Enkhuizen,Heerlen,604,149,43,5,414,0.24874791318864775,True
2021-08,Enkhuizen,Hoofddorp,20,5,0,0,20,0.25,True
2021-08,Enkhuizen,Maastricht,234,66,12,1,163,0.2832618025751073,True
2021-08,Enkhuizen,Nijmegen,13,4,2,0,9,0.3076923076923077,True
2021-08,Enkhuizen,Utrecht Centraal,65,26,0,0,49,0.4,True
2021-08,Enschede,Apeldoorn,153,13,0,0,55,0.08496732026143791,False
2021-08,Enschede,Den Haag Centraal,424,57,8,1,225,0.1347517730496454,False
2021-08,Enschede,Deventer,368,52,17,3,106,0.14246575342465753,False
2021-08,Enschede,Hoofddorp,18,8,0,0,16,0.4444444444444444,True
2021-08,Enschede,Schiphol Airport,340,77,6,2,150,0.22781065088757396,True
2021-08,Enschede,Utrecht Centraal,17,5,0,0,8,0.29411764705882354,True
2021-08,Frankfurt (M) Hbf,Amsterdam Centraal,182,69,7,2,170,0.38333333333333336,True
2021-08,Geldermalsen,Deurne,68,29,1,0,56,0.4264705882352941,True
2021-08,Geldermalsen,Eindhoven Centraal,6,0,0,0,0,0.0,False
2021-08,Geldermalsen,Houten,273,0,132,132,0,0.0,False
2021-08,Geldermalsen,Maastricht,63,17,1,1,27,0.27419354838709675,True
2021-08,Geldermalsen,Tiel,70,15,0,0,15,0.21428571428571427,True
2021-08,Goes,Amsterdam Centraal,71,9,4,2,58,0.13043478260869565,False
2021-08,Goes,Kapelle-Biezelinge,120,0,42,42,0,0.0,False
2021-08,Goes,Roosendaal,4,0,0,0,3,0.0,False
2021-08,Goes,Vlissingen,152,0,0,0,0,0.0,False
2021-08,Gouda Goverwelle,Den Haag Centraal,697,62,14,13,185,0.09064327485380116,False
2021-08,Gouda Goverwelle,Rotterdam Centraal,29,3,2,2,8,0.1111111111111111,False
2021-08,Groningen,Amsterdam Centraal,9,6,2,0,8,0.6666666666666666,True
2021-08,Groningen,Assen,61,5,1,1,10,0.08333333333333333,False
2021-08,Groningen,Den Haag Centraal,549,88,33,3,311,0.16117216117216118,False
2021-08,Groningen,Leiden Centraal,23,1,2,0,13,0.043478260869565216,False
2021-08,Groningen,Rotterdam Centraal,575,75,37,2,327,0.13089005235602094,False
2021-08,Groningen,Zwolle,993,136,30,8,283,0.13807106598984772,False
2021-08,Haarlem,Alkmaar,132,4,10,9,37,0.032520325203252036,False
2021-08,Haarlem,Amsterdam Centraal,46,6,8,8,9,0.15789473684210525,False
2021-08,Haarlem,Den Haag Centraal,639,92,8,3,286,0.14465408805031446,False
2021-08,Haarlem,Den Haag HS,31,7,0,0,17,0.22580645161290322,True
2021-08,Haarlem,Leiden Centraal,543,90,7,7,170,0.16791044776119404,False
2021-08,Haarlem,Zandvoort aan Zee,1490,150,161,160,166,0.11278195488721804,False
2021-08,Hannover Hbf,Amsterdam Centraal,31,7,1,0,29,0.22580645161290322,True
2021-08,Harderwijk,Amersfoort Centraal,8,7,0,0,8,0.875,True
2021-08,Heerlen,'s-Hertogenbosch,132,17,4,0,35,0.12878787878787878,False
2021-08,Heerlen,Eindhoven Centraal,119,21,7,3,32,0.1810344827586207,False
2021-08,Heerlen,Enkhuizen,575,38,31,4,334,0.06654991243432574,False
2021-08,Heerlen,Sittard,193,35,1,1,35,0.18229166666666666,False
2021-08,Hilversum,Amersfoort Centraal,25,0,0,0,0,0.0,False
2021-08,Hilversum,Utrecht Centraal,152,23,0,0,54,0.1513157894736842,False
2021-08,Hoofddorp,Almere Centrum,36,1,0,0,15,0.027777777777777776,False
2021-08,Hoofddorp,Almere Oostvaarders,986,78,8,6,451,0.07959183673469387,False
2021-08,Hoofddorp,Amersfoort Centraal,62,7,2,2,25,0.11666666666666667,False
2021-08,Hoofddorp,Amersfoort Schothorst,81,4,1,0,52,0.04938271604938271,False
2021-08,Hoofddorp,Amsterdam Centraal,1091,99,17,17,309,0.09217877094972067,False
2021-08,Hoofddorp,Enkhuizen,28,2,1,0,28,0.07142857142857142,False
2021-08,Hoofddorp,Enschede,19,1,0,0,9,0.05263157894736842,False
2021-08,Hoofddorp,Hoorn,28,10,0,0,17,0.35714285714285715,True
2021-08,Hoofddorp,Hoorn Kersenboogerd,198,54,1,0,106,0.2727272727272727,True
2021-08,Hoofddorp,Leiden Centraal,4,0,0,0,0,0.0,False
2021-08,Hoofddorp,Lelystad Centrum,35,3,1,1,12,0.08823529411764706,False
2021-08,Hoofddorp,Nijmegen,67,14,0,0,39,0.208955223880597,True
2021-08,Hoofddorp,Utrecht Centraal,815,49,7,6,398,0.06056860321384425,False
2021-08,Hoofddorp,Venlo,32,7,0,0,32,0.21875,True
2021-08,Hoofddorp,Weesp,41,2,0,0,14,0.04878048780487805,False
2021-08,Hoorn,Amsterdam Centraal,1014,98,73,9,503,0.09751243781094528,False
2021-08,Hoorn,Hoofddorp,9,1,0,0,2,0.1111111111111111,False
2021-08,Hoorn Kersenboogerd,Amsterdam Centraal,66,12,0,0,36,0.18181818181818182,False
2021-08,Hoorn Kersenboogerd,Amsterdam Sloterdijk,36,1,0,0,5,0.027777777777777776,False
2021-08,Hoorn Kersenboogerd,Hoofddorp,197,8,2,2,75,0.041025641025641026,False
2021-08,Hoorn Kersenboogerd,Leiden Centraal,809,121,22,4,353,0.15031055900621118,False
2021-08,Houten,'s-Hertogenbosch,215,1,5,5,1,0.004761904761904762,False
2021-08,Houten,Geldermalsen,267,0,132,132,0,0.0,False
2021-08,Houten,Tiel,230,0,4,4,0,0.0,False
2021-08,Houten,Zaltbommel,23,0,0,0,0,0.0,False
2021-08,Houten Castellum,Den Haag Centraal,255,26,4,0,135,0.10196078431372549,False
2021-08,Houten Castellum,Utrecht Centraal,169,7,3,3,23,0.04216867469879518,False
2021-08,Houten Castellum,Woerden,140,5,3,0,31,0.03571428571428571,False
2021-08,Innsbruck Hbf,Nürnberg Hbf,31,0,0,0,0,0.0,False
2021-08,Kapelle-Biezelinge,Goes,150,0,72,72,0,0.0,False
2021-08,Karlsruhe Hbf,Amsterdam Centraal,17,8,0,0,17,0.47058823529411764,True
2021-08,Köln Hbf,Amsterdam Centraal,9,2,0,0,9,0.2222222222222222,True
2021-08,Lage Zwaluwe,Breda,269,0,116,115,0,0.0,False
2021-08,Lage Zwaluwe,Roosendaal,358,0,66,66,0,0.0,False
2021-08,Leeuwarden,Den Haag Centraal,556,84,28,2,334,0.15162454873646208,False
2021-08,Leeuwarden,Meppel,825,48,12,0,116,0.05818181818181818,False
2021-08,Leeuwarden,Rotterdam Centraal,541,71,36,3,330,0.13197026022304834,False
2021-08,Leeuwarden,Utrecht Centraal,33,9,2,0,14,0.2727272727272727,True
2021-08,Leeuwarden,Zwolle,31,5,1,0,9,0.16129032258064516,False
2021-08,Leiden Centraal,Alphen a/d Rijn,36,1,1,1,2,0.02857142857142857,False
2021-08,Leiden Centraal,Amsterdam Bijlmer ArenA,13,0,0,0,6,0.0,False
2021-08,Leiden Centraal,Den Haag Centraal,31,7,1,1,7,0.23333333333333334,True
2021-08,Leiden Centraal,Dordrecht,22,2,0,0,10,0.09090909090909091,False
2021-08,Leiden Centraal,Haarlem,486,67,9,6,85,0.13958333333333334,False
2021-08,Leiden Centraal,Hoorn Kersenboogerd,764,126,9,3,392,0.16557161629434955,False
2021-08,Leiden Centraal,Schiphol Airport,4,0,0,0,0,0.0,False
2021-08,Leiden Centraal,Utrecht Centraal,1166,208,22,10,429,0.17993079584775087,False
2021-08,Lelystad Centrum,Almere Oostvaarders,66,4,0,0,4,0.06060606060606061,False
2021-08,Lelystad Centrum,Amsterdam Centraal,84,9,3,3,23,0.1111111111111111,False
2021-08,Lelystad Centrum,Den Haag Centraal,22,4,0,0,12,0.18181818181818182,False
2021-08,Lelystad Centrum,Dordrecht,578,90,20,6,333,0.15734265734265734,False
2021-08,Lelystad Centrum,Groningen,27,7,2,0,15,0.25925925925925924,True
2021-08,Lelystad Centrum,Hoofddorp,29,5,0,0,15,0.1724137931034483,False
2021-08,Lelystad Centrum,Leeuwarden,22,3,1,0,5,0.13636363636363635,False
2021-08,Lelystad Centrum,Schiphol Airport,6,0,2,2,0,0.0,False
2021-08,Lelystad Centrum,Zwolle,8,1,0,0,1,0.125,False
2021-08,London St. Pancras Int.,Amsterdam Centraal,31,18,1,0,25,0.5806451612903226,True
2021-08,Maastricht,'s-Hertogenbosch,186,53,12,3,86,0.2896174863387978,True
2021-08,Maastricht,Alkmaar,436,92,20,2,280,0.2119815668202765,True
2021-08,Maastricht,Amsterdam Centraal,18,5,0,0,12,0.2777777777777778,True
2021-08,Maastricht,Den Helder,56,16,6,1,43,0.2909090909090909,True
2021-08,Maastricht,Eindhoven Centraal,62,27,1,1,30,0.4426229508196721,True
2021-08,Maastricht,Enkhuizen,216,18,14,0,167,0.08333333333333333,False
2021-08,Maastricht,Geldermalsen,65,48,6,0,52,0.7384615384615385,True
2021-08,Maastricht,Hoorn,24,9,0,0,21,0.375,True
2021-08,Maastricht,Hoorn Kersenboogerd,17,5,0,0,13,0.29411764705882354,True
2021-08,Maastricht,Schagen,93,14,10,1,55,0.15217391304347827,False
2021-08,Meppel,Leeuwarden,799,51,3,3,105,0.06407035175879397,False
2021-08,Middelburg,Arnemuiden,212,0,71,71,0,0.0,False
2021-08,Nijmegen,'s-Hertogenbosch,57,23,0,0,51,0.40350877192982454,True
2021-08,Nijmegen,Alkmaar,57,12,2,0,35,0.21052631578947367,True
2021-08,Nijmegen,Arnhem Centraal,580,62,151,151,81,0.1445221445221445,False
2021-08,Nijmegen,Breda,37,9,0,0,24,0.24324324324324326,True
2021-08,Nijmegen,Den Helder,722,58,37,1,571,0.08044382801664356,False
2021-08,Nijmegen,Dieren,337,0,113,113,0,0.0,False
2021-08,Nijmegen,Dordrecht,516,71,69,5,351,0.13894324853228962,False
2021-08,Nijmegen,Ede-Wageningen,815,0,247,247,0,0.0,False
2021-08,Nijmegen,Enkhuizen,9,1,0,0,7,0.1111111111111111,False
2021-08,Nijmegen,Hoofddorp,64,7,0,0,24,0.109375,False
2021-08,Nijmegen,Oss,4,0,2,2,0,0.0,False
2021-08,Nijmegen,Roosendaal,213,21,2,0,103,0.09859154929577464,False
2021-08,Nijmegen,Schiphol Airport,552,79,9,0,311,0.1431159420289855,False
2021-08,Nijmegen,Utrecht Centraal,54,13,13,12,19,0.30952380952380953,True
2021-08,Nijmegen,Wijchen,44,2,3,3,4,0.04878048780487805,False
2021-08,Nijmegen,Zutphen,136,30,1,0,66,0.22058823529411764,True
2021-08,Nijmegen,Zwolle,20,7,0,0,11,0.35,True
2021-08,Nürnberg Hbf,Amsterdam Centraal,31,21,6,6,25,0.84,True
2021-08,Oss,'s-Hertogenbosch,59,0,0,0,0,0.0,False
2021-08,Oss,Arnhem Centraal,133,0,66,66,0,0.0,False
2021-08,Oss,Deurne,16,2,0,0,10,0.125,False
2021-08,Oss,Roosendaal,4,1,1,1,2,0.3333333333333333,True
2021-08,Oss,Vlissingen,66,11,4,0,41,0.16666666666666666,False
2021-08,Oss,Wijchen,95,0,0,0,0,0.0,False
2021-08,Paris-Nord,Amsterdam Centraal,191,69,1,0,178,0.3612565445026178,True
2021-08,Rhenen,Alkmaar,8,0,0,0,6,0.0,False
2021-08,Rhenen,Amsterdam Centraal,15,3,0,0,8,0.2,True
2021-08,Rhenen,Breukelen,535,36,2,0,107,0.06728971962616823,False
2021-08,Rhenen,Den Helder,8,4,0,0,8,0.5,True
2021-08,Rhenen,Uitgeest,562,62,28,2,280,0.11071428571428571,False
2021-08,Rhenen,Utrecht Centraal,33,4,0,0,6,0.12121212121212122,False
2021-08,Rijssen,Deventer,4,2,2,2,2,1.0,True
2021-08,Roosendaal,'s-Hertogenbosch,25,6,0,0,16,0.24,True
2021-08,Roosendaal,Amsterdam Centraal,21,0,2,1,14,0.0,False
2021-08,Roosendaal,Arnhem Centraal,36,10,2,0,33,0.2777777777777778,True
2021-08,Roosendaal,Bergen op Zoom,22,9,0,0,9,0.4090909090909091,True
2021-08,Roosendaal,Dordrecht,669,177,22,7,420,0.2673716012084592,True
2021-08,Roosendaal,Goes,4,0,0,0,1,0.0,False
2021-08,Roosendaal,Lage Zwaluwe,355,0,38,38,0,0.0,False
2021-08,Roosendaal,Nijmegen,214,38,5,1,156,0.1784037558685446,False
2021-08,Roosendaal,Vlissingen,77,16,4,3,45,0.21621621621621623,True
2021-08,Roosendaal,Zwolle,633,182,59,5,536,0.2898089171974522,True
2021-08,Rotterdam Centraal,Amersfoort Centraal,54,12,0,0,24,0.2222222222222222,True
2021-08,Rotterdam Centraal,Amsterdam Centraal,966,206,70,68,395,0.22939866369710468,True
2021-08,Rotterdam Centraal,Breda,100,14,3,3,14,0.14432989690721648,False
2021-08,Rotterdam Centraal,Delft,12,0,0,0,0,0.0,False
2021-08,Rotterdam Centraal,Den Haag Centraal,41,1,1,1,14,0.025,False
2021-08,Rotterdam Centraal,Dordrecht,103,19,0,0,30,0.18446601941747573,False
2021-08,Rotterdam Centraal,Eindhoven Centraal,25,6,0,0,12,0.24,True
2021-08,Rotterdam Centraal,Gouda Goverwelle,90,21,2,2,51,0.23863636363636365,True
2021-08,Rotterdam Centraal,Groningen,561,127,38,6,314,0.22882882882882882,True
2021-08,Rotterdam Centraal,Leeuwarden,537,117,26,2,305,0.21869158878504674,True
2021-08,Rotterdam Centraal,Lelystad Centrum,21,3,2,1,15,0.15,False
2021-08,Rotterdam Centraal,Rotterdam Stadion,4,0,0,0,0,0.0,False
2021-08,Rotterdam Centraal,Uitgeest,1098,209,32,4,926,0.1910420475319927,True
2021-08,Rotterdam Centraal,Utrecht Centraal,1021,85,31,25,207,0.0853413654618474,False
2021-08,Rotterdam Centraal,Vlissingen,16,2,1,1,9,0.13333333333333333,False
2021-08,Rotterdam Centraal,Zwolle,40,7,1,0,16,0.175,False
2021-08,Rotterdam Stadion,Dordrecht,4,0,2,2,2,0.0,False
2021-08,Rotterdam Stadion,Rotterdam Centraal,10,2,5,5,4,0.4,True
2021-08,Schagen,Maastricht,155,31,20,4,93,0.2052980132450331,True
2021-08,Schagen,Utrecht Centraal,40,10,1,0,19,0.25,True
2021-08,Schiphol Airport,Amersfoort Centraal,56,35,5,0,38,0.625,True
2021-08,Schiphol Airport,Amersfoort Schothorst,461,111,8,2,159,0.24183006535947713,True
2021-08,Schiphol Airport,Amsterdam Bijlmer ArenA,9,2,0,0,2,0.2222222222222222,True
2021-08,Schiphol Airport,Amsterdam Centraal,8,0,3,3,0,0.0,False
2021-08,Schiphol Airport,Apeldoorn,90,8,0,0,36,0.08888888888888889,False
2021-08,Schiphol Airport,Arnhem Centraal,80,13,1,0,28,0.1625,False
2021-08,Schiphol Airport,Den Haag Centraal,53,4,0,0,9,0.07547169811320754,False
2021-08,Schiphol Airport,Dordrecht,22,3,0,0,9,0.13636363636363635,False
2021-08,Schiphol Airport,Ede-Wageningen,179,85,2,2,108,0.480225988700565,True
2021-08,Schiphol Airport,Enschede,344,42,6,1,147,0.12244897959183673,False
2021-08,Schiphol Airport,Leiden Centraal,4,0,0,0,0,0.0,False
2021-08,Schiphol Airport,Nijmegen,593,106,14,0,241,0.178752107925801,False
2021-08,Schiphol Airport,Utrecht Centraal,204,77,4,3,90,0.38308457711442784,True
2021-08,Schiphol Airport,Venlo,578,104,23,3,518,0.1808695652173913,False
2021-08,Sittard,Heerlen,201,74,0,0,74,0.3681592039800995,True
2021-08,Tiel,Den Haag Centraal,874,73,23,5,554,0.08400460299194476,False
2021-08,Tiel,Geldermalsen,70,6,0,0,6,0.08571428571428572,False
2021-08,Tiel,Houten,229,0,3,3,0,0.0,False
2021-08,Tiel,Utrecht Centraal,24,5,0,0,8,0.20833333333333334,True
2021-08,Tilburg,'s-Hertogenbosch,8,3,0,0,3,0.375,True
2021-08,Tilburg,Dordrecht,22,5,1,0,12,0.22727272727272727,True
2021-08,Tilburg Universiteit,Eindhoven Centraal,153,24,1,1,52,0.15789473684210525,False
2021-08,Tilburg Universiteit,Weert,908,130,3,0,376,0.14317180616740088,False
2021-08,Uitgeest,Alkmaar,15,0,0,0,0,0.0,False
2021-08,Uitgeest,Amsterdam Centraal,90,4,0,0,16,0.044444444444444446,False
2021-08,Uitgeest,Rhenen,456,62,17,1,359,0.13626373626373625,False
2021-08,Uitgeest,Rotterdam Centraal,1094,166,16,4,736,0.15229357798165138,False
2021-08,Uitgeest,Utrecht Centraal,66,5,0,0,40,0.07575757575757576,False
2021-08,Uitgeest,Veenendaal Centrum,44,8,0,0,31,0.18181818181818182,False
2021-08,Utrecht Centraal,'s-Hertogenbosch,1578,38,140,138,144,0.02638888888888889,False
2021-08,Utrecht Centraal,Alkmaar,80,26,1,0,49,0.325,True
2021-08,Utrecht Centraal,Almere Centrum,897,118,5,2,370,0.1318435754189944,False
2021-08,Utrecht Centraal,Amersfoort Centraal,13,1,10,10,1,0.3333333333333333,True
2021-08,Utrecht Centraal,Amsterdam Centraal,40,8,0,0,24,0.2,True
2021-08,Utrecht Centraal,Arnhem Centraal,6,3,0,0,4,0.5,True
2021-08,Utrecht Centraal,Baarn,1121,59,15,6,664,0.05291479820627803,False
2021-08,Utrecht Centraal,Breukelen,124,16,3,3,25,0.1322314049586777,False
2021-08,Utrecht Centraal,Den Haag Centraal,290,32,3,3,52,0.11149825783972125,False
2021-08,Utrecht Centraal,Den Helder,94,9,1,0,61,0.09574468085106383,False
2021-08,Utrecht Centraal,Diemen Zuid,85,17,0,0,30,0.2,True
2021-08,Utrecht Centraal,Dordrecht,28,10,0,0,19,0.35714285714285715,True
2021-08,Utrecht Centraal,Ede-Wageningen,22,10,1,1,10,0.47619047619047616,True
2021-08,Utrecht Centraal,Eindhoven Centraal,6,1,0,0,1,0.16666666666666666,False
